36°48′38″N,36.81066501,96°03′20″W,-96.0554758,85.327,241.24°
37°59′36″N,37.99339389,94°03′10″W,-94.05264274,53.6663,41.359°
37°23′05″N,37.38471374,96°13′11″W,-96.2198448,83.2706,269.145°
37°10′01″N,37.16694283,95°37′14″W,-95.62053882,53.1929,251.682°
37°52′14″N,37.87060443,96°01′32″W,-96.02558157,78.9747,294.045°
37°26′36″N,37.44345668,93°26′20″W,-93.43878503,69.4579,87.843°
38°19′35″N,38.32630537,95°52′01″W,-95.86696641,89.5451,315.219°
36°15′42″N,36.26160294,93°45′41″W,-93.76141728,95.0923,146.478°
37°27′43″N,37.46205219,93°43′25″W,-93.72359242,53.8957,86.049°
37°43′06″N,37.71830545,93°34′48″W,-93.57993478,65.0941,70.702°
38°30′08″N,38.50216558,94°34′11″W,-94.56960419,75.6758,5.499°
37°49′14″N,37.82068584,95°53′03″W,-95.88429692,70.5279,293.946°
37°20′17″N,37.33813783,95°21′08″W,-95.35213575,35.9842,262°
38°20′00″N,38.33329787,95°26′19″W,-95.43854366,75.2249,328.018°
38°02′57″N,38.0490696,95°29′46″W,-95.49604162,61.7457,315.696°
38°20′33″N,38.34259101,93°38′17″W,-93.63801237,86.6793,41.796°
37°38′36″N,37.64333597,95°24′08″W,-95.40221397,41.4833,292.845°
38°34′11″N,38.56973598,95°16′31″W,-95.2753542,85.8393,338.905°
37°23′14″N,37.38734781,93°24′51″W,-93.41403089,70.831,91.007°
38°11′36″N,38.19326799,95°51′33″W,-95.85925386,83.0375,310.892°
37°35′50″N,37.59709047,96°16′16″W,-96.27122542,86.8906,278.926°
36°38′03″N,36.63420433,94°56′58″W,-94.94957267,55.4689,194.234°
37°00′58″N,37.01602637,96°03′20″W,-96.05560079,79.2946,250.2°
36°26′23″N,36.43967509,94°00′19″W,-94.00523128,77.5168,149.933°
37°37′54″N,37.63171758,95°54′05″W,-95.90141403,67.3837,283.366°
36°32′42″N,36.5450322,95°57′43″W,-95.96198719,91.7621,229.591°
36°59′58″N,36.99957446,94°11′14″W,-94.18714168,40.2805,134.94°
38°35′52″N,38.59777371,95°42′12″W,-95.70335901,98.3682,326.702°
36°30′56″N,36.51564148,93°44′46″W,-93.7461324,81.4704,139.24°
36°36′14″N,36.60390659,94°20′52″W,-94.34790259,59.2274,160.531°
37°38′45″N,37.64576948,96°05′27″W,-96.09084269,77.7251,282.4°
38°22′49″N,38.38034345,95°21′03″W,-95.35080009,75.6411,332.384°
38°06′43″N,38.11187033,94°09′57″W,-94.16585503,56.5769,31.128°
36°50′23″N,36.83967665,93°20′55″W,-93.34847864,84.5207,117.514°
37°45′09″N,37.75257731,96°23′18″W,-96.38839373,95.2239,284.809°
36°44′02″N,36.73391805,95°31′12″W,-95.52013352,65.0071,224.082°
37°52′13″N,37.8702041,94°03′33″W,-94.05913427,47.3883,47.91°
37°14′33″N,37.24237827,95°35′49″W,-95.59686957,50.4761,256.811°
37°00′12″N,37.00324309,93°35′23″W,-93.58958582,67.5322,114.416°
36°28′34″N,36.47597915,94°02′15″W,-94.03741082,74.4518,150.174°
37°10′43″N,37.17864364,95°37′32″W,-95.62559997,53.2019,252.603°
36°22′56″N,36.3822451,94°08′51″W,-94.14755732,77.5497,156.481°
38°14′04″N,38.23449682,95°25′26″W,-95.42390092,69.0998,325.537°
37°26′12″N,37.43673249,95°14′57″W,-95.24923303,29.9922,273.384°
37°23′36″N,37.39341077,93°17′21″W,-93.28907446,77.6785,90.537°
36°42′34″N,36.7093515,96°07′02″W,-96.11718364,91.8617,238.494°
36°57′15″N,36.9541943,94°02′50″W,-94.04715643,48.0595,131.018°
37°41′42″N,37.6948743,94°26′50″W,-94.44735871,24.052,35.649°
36°18′04″N,36.30103901,95°38′56″W,-95.6487514,92.9046,214.517°
36°48′41″N,36.81129428,96°03′34″W,-96.05943697,85.4963,241.338°
37°56′12″N,37.93666616,94°59′45″W,-94.9958442,39.6054,336.288°
38°49′25″N,38.82373439,94°59′30″W,-94.99172358,98.7971,350.967°
37°51′56″N,37.86546679,93°02′12″W,-93.03677423,96.455,70.547°
37°21′56″N,37.36560107,94°34′20″W,-94.57227036,7.9071,114.091°
37°08′30″N,37.14156545,95°08′11″W,-95.13634934,30.2747,231.944°
36°40′01″N,36.66696594,94°48′21″W,-94.80586894,51.827,186.276°
36°43′35″N,36.72637134,94°38′37″W,-94.64368777,47.5288,175.991°
37°51′21″N,37.85580977,95°10′02″W,-95.16732599,39.7915,320.516°
36°55′29″N,36.92467292,95°17′38″W,-95.29397943,46.8315,224.144°
38°07′53″N,38.13148137,95°12′08″W,-95.20217923,56.6745,331.431°
38°25′40″N,38.4277365,95°30′35″W,-95.50966295,82.8009,328.192°
36°13′01″N,36.21704597,95°28′48″W,-95.47990572,93.1129,207.703°
36°30′33″N,36.50909355,95°44′54″W,-95.7482085,85.0007,223.053°
37°47′40″N,37.79444662,93°44′46″W,-93.7462473,58.7011,62.974°
36°03′11″N,36.05292875,94°24′46″W,-94.41265315,95.3319,170.177°
37°38′32″N,37.64230459,94°52′11″W,-94.86964057,18.3116,330.263°
36°32′25″N,36.54015193,94°49′31″W,-94.82535714,60.6575,186.396°
38°20′08″N,38.33555431,93°54′58″W,-93.91612469,76.9242,33.715°
37°05′12″N,37.08658779,93°04′26″W,-93.07385745,92.4501,103.602°
36°29′05″N,36.48459101,95°40′52″W,-95.68106425,83.8232,220.389°
38°01′24″N,38.0232599,93°58′32″W,-93.97547311,58.0323,43.096°
37°15′55″N,37.26534386,95°54′51″W,-95.91403649,67.2825,261.681°
38°18′52″N,38.31450946,95°20′24″W,-95.3399236,71.3653,331.086°
37°22′40″N,37.3777574,93°06′20″W,-93.10541982,87.7924,91.076°
36°25′32″N,36.42551922,95°50′35″W,-95.84307326,92.8218,223.053°
37°54′42″N,37.9116668,93°34′34″W,-93.57624644,70.6824,60.432°
37°51′51″N,37.86425259,93°12′18″W,-93.20489349,87.7741,68.7°
37°46′19″N,37.77206064,94°08′05″W,-94.13464011,39.8647,51.246°
36°32′55″N,36.54869785,94°29′14″W,-94.48713654,60.8791,168.609°
36°40′18″N,36.67161325,95°43′57″W,-95.73240646,76.433,228.256°
